percent_population_change,percent_people_over_65,percent_african_american,percent_hispanic,percent_hs_grad,percent_bachelor,rate_homeownership,median_house_value,median_hh_income,percent_poverty,percent_vote_difference
4.2,10.5,1.5,2.5,93.6,40.2,58,147400,46896,17.8,6.1
5.1,16,1.6,2.5,92.1,26.9,70.2,133900,51398,8.8,15.2
1,17.3,0.4,2.4,87.2,22.3,70.1,92500,45284,13.2,8.6
8.6,7.2,0.6,3.5,78.2,9.1,37.3,38800,30962,35.6,34.8
1.9,18.5,0.7,3.7,87.1,16.9,72,111900,41332,10.2,5.7
-5.5,24.7,0.3,1.4,84.8,16.5,78.9,52100,35729,14.2,8.2
1.7,17.9,0.4,2.5,86.1,16.6,70.8,74500,40102,23.6,17.1
-1.2,20.4,1.4,2.8,88,18.7,78.9,69000,49055,14.9,17.3
0.5,11.2,1.6,2.8,94.6,41.6,55.8,133800,38173,24.5,1.5
2.6,15.5,0.8,1.9,90.7,21.9,69.5,134800,47214,11.1,14.5
3.3,10.5,0.2,3.9,83,13.8,52.9,48900,30880,44.2,16.5
2.8,25.6,0.7,3,93.6,27.7,80,192000,50074,10.3,3
2,17.4,1,2.4,90.1,26.1,62.5,123300,48341,12.2,8.7
-2.1,24.4,0.6,2.1,87.3,16.4,70.5,76800,39761,20.8,28.9
-1.2,21,1,3.1,87.8,20.1,85,93700,51632,4.7,21.3
6.8,10,0.4,3.5,82,14.8,58.2,57500,30710,33.3,21.1
-1,24.8,0.6,1.3,80.7,16.7,78.5,70900,49200,12,5.6
-2.2,21.4,0.2,1.6,87.7,22.2,78.2,84000,49831,12.5,14.4
-3.5,26.1,1.1,3.7,90.9,22.4,67.1,89700,37667,17.4,9.7
-0.3,23.4,0.4,1.1,90.3,18.4,78.6,65200,41453,13.3,13.1
-1.6,20,1,2.8,87.8,15.9,76.6,100500,48896,11.4,18.5
-1.3,24.1,0.4,1.4,86.5,17,71.2,58400,36719,19.2,9.2
-4.6,23.2,0.9,1.5,93.6,20.2,77.6,74400,47198,14.9,4.2
1.5,17.5,0.5,3.3,89.2,18.2,77.7,108100,55563,7.2,15
-2.5,24.5,0.1,1.2,88.1,18.3,73.5,86400,47679,12.4,13.8
2.6,13.6,0.2,0.8,90,22.6,83.5,102700,55815,15.8,10.8
-0.4,15.7,0.6,2.1,91.9,35.1,74.2,69400,44353,17.6,4.5
3.6,15.1,1,2.8,92.3,32,67.4,160900,59338,11.4,-1.1
-1.9,23.7,0.7,2,83.9,25.2,77.2,71000,42451,13.2,4.5
-1.7,23.9,0.4,1.6,89.7,20.4,76.3,68700,47813,8.1,8.6
8,13.3,0.6,3.3,90.2,17.4,62.7,52600,46224,22.3,10.3
-3.1,24.9,0.2,4.9,84.8,15.4,72.7,69900,46591,12.2,25.3
-3.1,21.6,0.3,2.3,92.3,15.8,75.1,67600,44808,14.4,0.2
-1.4,21.5,0.5,2.3,91.6,21.3,76.9,82000,51373,9.2,18.4
10.4,19.8,1,2.4,93.3,27.7,72.5,118500,48936,16.3,9.4
2.3,18.5,1,3.2,93.3,29.1,64.8,167100,43273,14.4,1.2
15,10.4,1.3,1.8,95.6,39.4,77,184900,74751,4.5,-0.9
3.2,15.2,0.5,2.3,88.5,19.4,65.6,74200,47596,17,15.6
0.6,19.5,0.4,3,92.5,22.1,80.1,101100,52703,7.8,9.5
-1.2,28.2,0.4,1.6,76.9,18.4,74.7,55800,37240,19.9,3.5
0.6,19.8,1.2,7.3,89.6,19.6,73,93200,46597,18.6,21.2
5.9,13.7,1.9,4.1,93.2,19.6,72.2,157100,49324,11,3.9
2.5,15.6,0.3,3,86,16.8,66.8,54100,35109,36.6,18.8
-3.1,21.8,0.6,2.1,91.4,21.7,76.6,63000,48477,9.5,18.9
7.9,12.2,4.6,4.9,90.7,29.2,64.4,149600,52345,10.9,2
-1.8,17.1,0.9,3.7,90.5,24.1,70.7,101000,51791,11.9,16.6
7.2,15.4,1.6,4.9,91.6,27.8,65.4,156100,50833,13.5,-1.7
1.7,23,0.3,1.5,86.2,17.9,71.2,56700,38362,14.1,9.5
0.5,28.4,0.4,1.9,88.3,18.5,81.4,60000,44556,13.1,7.5
2.2,18.1,0.6,2.4,87.7,16.5,69.8,83000,47191,19.6,24.6
-0.8,18.9,0.1,2.4,88.2,16.4,73.7,68200,48384,12,18.2
4.7,6.8,0.2,3.7,78.8,11.8,52.5,19900,25648,53.2,38.5
2.9,19.6,0.7,2.2,87.8,19.7,73.7,64000,48911,13.2,14.4
0.6,17.1,0.9,1.4,89.9,27.4,78.7,110900,54620,10.2,6.1
4.7,18.8,0.8,2.4,90.8,30.9,72.4,88200,54524,5.8,5.3
2.8,7.3,0.3,3.7,77.6,12.4,46.5,40200,31934,44.6,14.9
-2.3,21.6,0.4,1.7,86.2,21.2,68.7,72200,39324,20.6,11.1
-0.9,20.5,0.5,2.2,90.2,19.4,78.5,93200,51925,9.1,9.7
4.4,15.5,1.1,3.2,92.7,32.2,75.2,150300,63468,4.4,8.3
1.3,24.3,0.5,1.8,87.9,21.8,64.2,73000,41826,10.9,8.9
1.1,17.5,1.9,3.3,91,26.4,71.8,126700,52578,13.4,6.8
0.9,6.7,0.3,3.7,82.5,14.7,51.7,70100,32708,42.3,16.4
0.5,18.9,4.2,2.5,83.8,23.5,68.5,127000,43620,18.2,1
3.5,14.4,8.3,11.7,77.5,12.3,70,114600,40759,20,7.8
-2.1,22.5,2.5,2.2,78.5,10.3,78.7,80100,33033,22.1,20.5
8.3,18.2,6,2.2,75.6,9.3,79.8,106100,33443,22.4,12.3
2.7,18.4,3,3,86.7,20.8,73.3,163900,45991,13.7,0.2
4.1,15.8,4.8,5.5,82.4,18.5,67,138900,41083,19.8,1.7
-2,19.3,0.5,1.2,70.4,9.5,69.2,91500,31943,23.8,10.9
-0.3,18.1,1.7,1.8,76.4,13,77.2,116400,40689,17.8,13.5
-0.5,19.7,10.3,2.4,78.6,15.4,75.8,80500,35049,20.1,12.4
-0.9,19.7,1.6,1.7,79.8,15.8,72.3,101100,31842,22.9,7
1.7,13.2,1.9,2.7,83.2,18.9,81,152900,52446,13.8,5.5
1.4,16.7,9.5,2.5,81.2,15.5,72.6,102300,41875,19.9,8
-1.9,18.5,1.2,1.1,74.5,13.3,75,94900,33229,22.9,7.2
-1.2,23.7,1.6,1.9,72.3,12.9,77.7,96400,29727,20.6,18.3
-0.8,19.2,2,2.2,76.7,9.5,70.5,99700,30573,26.1,9.5
1.6,16.9,3.8,4,82.4,18,67.8,116900,37618,20.9,7.1
0.6,17.4,13.7,9.7,76.1,11.9,68.3,85700,36066,18.9,7.3
3.4,28.9,0.7,2.7,80.9,17.4,78.4,142200,37188,17.6,5
6.7,11.1,28.1,9.9,86.4,35.9,54.7,167500,47335,18.5,-13.9
-0.7,22.7,3,2.9,78.8,14.2,77.2,83100,36258,22.6,15.7
2.9,17.5,2.1,7.5,75.6,13.3,72.6,115100,37482,19,15.3
1.9,15.1,4.4,3.1,84.2,14.2,73.6,138500,44318,15.4,12
-1,16.5,14.6,3.1,83.6,18.1,63.5,99500,38953,17.8,6.5
1.6,18.7,27.5,2.5,85.7,21.5,80.8,175100,56618,14,4.2
-0.6,20,0.4,1.3,72.4,11.1,76.5,93300,29192,25.7,8.5
0.9,19,5.2,2.8,80,18.4,76.6,104800,42904,15.1,10.6
-0.4,17.6,18.6,2.5,82.7,16.5,72.7,87700,38343,18.7,8
-2.1,18.9,10.4,2.1,80.4,14.6,72.7,100000,38495,19.5,11.8
0.9,18.5,0.7,2.7,74.3,10.5,81,91400,32364,20.4,9.9
-0.7,20,2.2,2.8,80,15.5,72.7,110800,35545,22,9.6
-2.1,20.7,0.6,1.1,70.5,10,77.6,80100,26814,29.7,28.7
0.8,17.6,4.5,10.9,80.4,16,69.6,125000,39596,19.2,6.2
4.4,16,19.8,5.1,86.3,27.2,64.9,154200,46702,16.6,-0.7
-2.4,18.5,0.4,0.4,72.6,9,74.7,75900,23892,30.8,10.7
-4.7,16.3,41.6,1.6,74.9,9.8,70.2,86300,30973,24.6,14
-0.6,21,3.7,2,76.4,11.2,77.9,98000,33622,22.6,7.2
-0.2,19.2,1.5,1.4,81.1,12.7,76.9,108900,37357,16.2,10.5
-3.2,16.1,49.9,4.2,75.9,11.4,60.8,94500,34542,21.1,12.8
0.8,16.8,8.1,2.3,80.9,13.1,75.7,94400,38280,18.8,8.1
-0.4,21.6,8.2,2.3,82.3,16,73.2,91300,36950,19.2,14.4
-1.3,15.6,5.1,2.1,75.5,12,77.9,100400,39581,17.4,17
-1.9,19.5,3.2,2.3,80.4,9.7,70.1,87300,35271,23.5,32
-2.2,19,2.7,2,84.2,12.4,77.8,108000,42846,13.9,23.7
-0.6,20.8,0.5,1.9,74.7,9.9,79.9,102900,33386,22.1,27.5
2.1,19.1,2.4,3.5,80.4,13.6,74.5,121800,39745,18.3,4.7
-2.1,20.5,2.3,1.8,72.7,9,75.9,101200,29609,26.4,10.6
3.8,14.5,9,3.9,90.2,34.3,65.2,157400,47694,14.6,-7.3
-2.6,14.7,28.1,2,70.6,7,55.4,72700,27115,31.7,23.6
-1.6,13.8,35.1,2.3,74.5,10.4,63.6,77600,32326,26,5.9
1,17.5,1.8,1.9,79,12,75.4,97900,37368,18.1,12.1
-2.1,18.7,2.2,2.2,77.7,11.7,74.4,94400,34397,19.9,17.1
0.8,18.4,7.2,3.1,80.4,15.5,76.2,109400,41571,16.3,5.8
4.6,24.5,1.6,7.9,84.7,25.2,76.8,177600,51074,16.1,-0.3
0.7,18.7,4.1,3.3,80.2,14.3,74.7,119000,39410,18.3,7.9
0.7,19.4,6,2,77.9,11.6,73.5,86100,33452,22.6,9.3
3.4,15.5,0.8,5,76.3,8.4,73.1,97900,35306,21.2,9.7
-0.1,14.9,37.3,3.6,85.9,24.6,66.3,112700,41617,20,4.5
0.6,18.1,4.1,1.7,76.1,15.4,73.8,118900,41268,18.2,17.7
2.1,15.1,6.9,5,80.5,13.1,74.7,105900,42291,16.2,12.6
5.6,14.9,12,5.3,85.6,17.4,70.3,136300,45336,15.4,8.1
-0.4,19.8,1.6,1.7,74.1,8.2,80.1,101800,35150,20.7,12.3
1.6,19.6,2.4,3.9,77.7,10.5,73.6,115300,37595,19.6,9.1
10.2,8.6,19.7,9.6,90.9,23.5,61.2,141800,49617,16.4,3.7
-0.7,20.8,2.3,1.9,83.1,14.6,83.7,135200,46170,13.2,8.3
-1.5,16.1,3.7,1.2,79.6,7.4,80.6,90700,37631,20.8,13.4
-2.7,18.9,10.8,3.8,79.6,14.2,68.4,89100,39467,17.9,8.7
-0.3,19.4,0.7,1.3,75.6,12.6,79.9,91900,34604,22.4,18.6
-1.2,21,2.4,2.2,78.5,13.7,74.6,86800,32845,21.1,26.1
0.9,25.2,0.2,1.5,78.9,13,80.2,96300,35184,19.2,10.9
-0.6,19.4,0.7,1.7,77.4,11.1,79.4,109300,39074,17.3,15.3
2.5,16.2,2.4,5.8,83,22.9,63.1,135100,33709,26.5,4
2.6,17.6,2.2,4.5,76.9,12.6,70.3,104400,36741,22.6,7.3
-2.6,21.2,2.7,1.7,83.7,17.3,74.4,120300,42223,15,5.3
2.7,13.5,7.8,6.2,85.2,17.1,76.7,153100,52792,13,6.9
10,9.6,14,7.2,89.7,28.3,67.6,159100,55401,13,-1.7
-1.1,15.6,0.3,0.7,75,10.3,77.5,81500,28401,28.3,10.6
4.1,19.2,0.7,3.4,80.5,13.5,73.7,119300,36434,17.4,13.6
5.8,17.7,1.2,5.6,82.3,15,66.8,159400,43649,14.5,3.1
1.2,11.6,53.3,6,86,29,59.2,132700,46250,20.8,-5.3
-0.8,15.4,2.1,2.6,78.9,11.1,73.6,113800,42383,19.4,16.7
-0.3,18.9,1.9,2.5,84.4,11.7,78.7,118900,39781,20,26.3
0.1,20.3,2.4,1.7,84.1,20.5,74.1,121700,39479,18.3,4.7
7.5,14.6,7.1,4.4,87.1,23.7,72.9,176600,55509,10.4,0.2
0.9,13.1,18.7,2.5,85.1,15.1,74,139100,52423,13.4,4.4
1.7,15.5,9.1,3,78.5,12.9,75.4,115500,43034,13.6,20.4
-1.9,21.8,0.5,4.4,76.1,12.9,75.1,115900,32292,21.7,11.3
0,16.3,0.3,1.5,73.1,8.2,81.7,95800,34399,23.6,10.2
1.5,20.8,0.7,1.3,79.5,10.4,85.4,77400,33547,22.5,25
0.3,16.8,3.6,8.3,76.5,12.1,69.9,92400,34641,21.5,14.2
2.7,16.9,4.3,3.3,86.5,29.3,66.1,145300,42075,18.3,1.3
-0.6,18.3,6.1,1.8,75.7,7.9,82.6,74700,33198,20.2,11.2
-1.9,17,8.2,2.3,83.8,20.1,65.6,88400,35273,20.9,6.4
1.8,19.2,2,2.1,78.1,11,74.2,98000,34474,19.9,15.5
12,11.6,4.5,4.7,94.6,52.8,81.3,334900,89779,5.7,-10.5
10,14.5,6.9,3.7,88.7,26,79.2,190100,60390,10.2,-0.4
-1.4,13.8,21.7,17,79,10.9,70.4,82000,40653,20.3,3
18.2,9.9,2.2,54.6,73.6,14.2,78.1,88600,57825,12.5,-1.9
1.1,15,15.7,21.2,78.2,15,66.7,84800,41354,19.3,1.5
7.8,26.6,2,26.7,86,21.7,73.3,130900,42476,19.6,4.3
-2.7,18.1,1.1,8.2,86.5,20,80.6,100300,56452,11.3,2.6
2.8,21.4,1.7,8.4,88.8,24.7,78.4,94100,61635,11.1,2.6
6.4,13.9,1.4,62.6,73.6,14.1,74.3,82900,47543,16.4,7.8
2.5,17.6,9.6,25.9,85.1,18.6,76.1,150000,53265,10.1,-1.3
-3.6,15,1.7,61.1,65.4,11.1,65.2,56500,46139,13,2.2
2,24.6,0.9,17.9,86.6,21.9,80.3,143600,49215,15.3,1.5
5.3,13.7,8,35,80.4,16.3,78.2,117700,51750,16.5,0.7
-3.6,25.1,3.1,12.4,83.7,24.1,73,72800,33445,15.4,4.2
3.1,11.4,8.6,57.8,70.8,8.2,65.4,73000,43690,22.2,1.4
6.1,9.9,22.7,23.5,89.5,21.7,56.7,122600,50060,15.3,-4.3
8.2,11.3,8.3,59.3,82.6,26.3,59.7,123700,50112,17.6,-12.9
3.1,22.4,1.1,18.8,87,26.8,79.2,162500,49487,9.3,1.6
1.7,20.6,0.6,16.9,92.1,32.1,66.7,100000,71607,0.9,1
-2.4,23.9,2,17.1,82,15.4,76.9,90800,44742,14.7,1.3
0.8,15.5,24.7,7.3,86.8,19,66.8,95100,42346,19.7,2.9
8,10.9,13.5,29.2,85.3,27.5,73.9,148000,67603,11.2,-9.1
7.3,8.3,11.4,24.8,85,38.8,46,151400,38310,29.8,-12
-0.6,19.4,1.4,43.1,84.8,36.1,60.7,111000,40477,12.4,-4
-6.2,23.9,2.9,27.7,75.8,17.8,78.8,51600,36250,18.6,3.5
-0.4,18.2,1.1,89.6,63.2,10.8,69.3,47300,21865,38.3,11.9
-1.2,19.3,3.8,20.9,85.1,16,71.3,87600,39776,18.4,0.9
0.4,19.2,13.1,20.1,77.7,11.6,79.1,87800,45651,15,5.8
5.2,21.1,2.4,21.9,84.2,21.9,73.2,152600,48115,16.3,0.2
4.6,13.3,7,49.8,79,15.7,66.6,104000,44152,18.7,2.2
1.9,16,3.1,47.9,77.5,15.7,71,98100,47027,17.6,8.5
-0.2,20.1,1.5,9.4,86.1,14.7,82.1,74300,44902,15.2,3.8
3.5,12.4,0.9,88.7,63.7,15.4,67.2,78300,33179,34.8,-3.9
1.8,17.3,16.9,23.4,76.2,15.2,67,103100,37079,21.8,6.1
-2.7,17.1,0.9,10,87.6,21.5,89.3,87700,65026,7.2,0.7
-0.7,21.2,17.1,4.3,84.3,13,71.7,77400,35598,20.9,6.4
-3.5,14,2.6,62.7,68.2,12.8,68.7,68500,36402,24.1,2
8.7,10.8,9,21.3,85,18,82.9,144900,72489,9.7,-0.4
0.1,16.1,15,22,76.7,15.1,71.8,76300,38378,24.5,2.9
0.7,15.3,10.1,29.5,88.4,18.6,72.8,62700,47532,15.9,3.7
-3.6,20.3,0.9,5.4,88.5,18.2,85.2,81600,53776,10.3,3.5
-6.1,14.9,5.1,57,66.1,12.4,79.4,35500,38650,15.1,6.5
-2,26.9,1,21.1,85.5,17.4,73.2,70400,40795,11,2.8
-5.2,23.4,2.8,17.7,82.3,15,67.9,60900,31373,27.6,1.2
13.2,9.7,9.6,15.1,93.4,49.3,68.2,206100,82762,7.8,-13.6
-1.3,17.5,5.9,32.4,79,18.9,78.5,66400,41576,20.4,1.8
-0.7,20.7,13.5,28.3,82.2,16.9,77.3,109600,45146,16.6,0.3
14,17.4,2.3,26.6,89.4,33.3,76.1,205000,65839,10.2,-4.3
-3,22.9,1,27.3,76,18.9,77,73700,36020,26.4,2.6
-0.9,15.7,2.6,56.3,71.2,10.8,79.1,76100,51411,16.5,4.7
0.8,17.4,3.2,17,83.8,19.5,69.5,117100,50067,14.8,-0.5
0.2,9,17.4,17.9,87.5,15.1,57.3,97400,49819,13.4,-0.4
-6,24.5,10.4,24.3,76.2,16.1,72.4,41400,34639,15.4,11.4
13.1,11.3,3,61.9,68.9,13.6,75.8,66800,50417,13.8,-1.2
2.5,15.1,1.9,64,64.3,11.1,69.2,56200,50475,16.7,7
-2.6,18.9,4.4,54,69.5,13.8,67.2,55400,38187,26.5,8.8
-5.5,16.8,1.3,73.5,70.2,16.5,63.4,46600,37105,25.2,9.5
6.4,8.7,2,42.9,72.3,10.4,61.3,70700,40895,18.1,0.6
6.4,9.7,23.1,39.3,77.4,28.6,52.5,128300,49481,19.1,-16.3
-3.3,14.7,6.6,55.5,68.5,9.4,73.6,55700,39714,21.9,4
-0.9,11.9,2,70.6,69.5,15.6,65.3,80200,41444,18.9,-1.8
0.1,22,8,7.2,85.4,16.2,83,71600,40375,17.9,6.7
13.7,8.7,9.6,19,91.8,40.5,65.5,184100,74155,8.7,-11.3
2.9,19.4,9.5,33.9,76.8,12.4,78,80700,46454,13.5,4.6
-9.2,20.9,6,29.5,77.4,13.5,76.8,48400,38401,18.8,6.7
10.9,14.3,1.7,85.9,61.6,9.2,69.8,49900,36681,26.5,15.6
-5,23.3,5.1,10.9,85.9,16.7,76.7,61100,42411,16.7,0
-2.1,17.2,1.4,88.5,66,6.8,72.5,52700,34131,19.7,40.4
-2.2,21.1,2.5,16,82,16,75.1,61200,34914,19,3.4
12.2,9.6,4.9,57.5,72.9,13.5,65.7,91200,51466,15.9,-7
-6.1,26,0.8,54.4,68.9,24.2,91.6,70500,43839,18.4,-4.2
6.5,11.9,9.7,25.1,83.6,20.7,74.6,137500,61952,11.9,-2.9
4.1,11.3,4,81.2,74,20.7,61.7,111800,40157,23.3,-21.5
6,13.7,1.7,20.1,82,24.3,59.9,111100,39586,22.3,-2
-4.9,17.3,24.8,22.5,74.4,10.7,72,60800,32908,20.9,6.4
-0.5,18.8,7,10.5,82.4,15,74.6,92600,44355,17.2,5.5
1.1,23.8,6.9,19.9,80.2,16.8,76.4,130300,48015,11.6,2
-3.6,23.1,3.8,27.9,80.8,15.2,71.1,62200,42125,17.1,9.3
-7.7,18.7,4.2,56.2,74.6,17.1,69.3,61200,42279,20.3,3
-4.6,24.9,5.3,18.7,78,21.8,69.5,37500,33750,15.4,6.8
17.2,9.4,21.1,24,88.5,41.4,78.7,183600,85297,8.4,-14.9
0,20.3,4.5,13.7,83.5,20.3,77,92800,45523,14.4,1.6
-0.3,18.2,16.5,14.8,78.8,11.7,79.4,76900,44502,15.6,5.6
7.6,11.6,3.9,77.8,63.9,6.5,65.8,62900,35849,24,16.9
10.8,9.3,2.2,39.5,59.3,11.9,76.9,93000,52910,16.8,-1.1
7.9,12.8,13.6,23.7,87.1,28.5,68.7,148600,61877,13.3,-5.5
-0.4,11.4,7.4,50,62.3,9.5,75.9,72000,47540,15.5,2.2
2.7,28.5,0.6,21.6,86.5,29.2,74.7,216600,53668,12,-3.2
5.3,14.4,1.7,34.1,77.9,18.8,69.2,119100,69107,4.2,0.9
4.7,20.3,5.2,35.7,85.7,14.2,81.1,111600,50923,14.7,6.1
3.3,16.1,7.6,49.4,69.3,14.5,69.5,77500,39248,21.9,4.1
2.3,15.3,5.2,27.1,80.2,13.5,74.4,68000,43504,14.6,1.2
2.2,17,6.2,12.6,86.3,19.6,67.4,104500,46429,15.7,2.3
1.2,14.2,20.5,18,82.5,19.9,62.4,121300,45525,17.6,0.1
2.3,16,16.5,22.8,78.5,11.1,76.3,92900,43994,19.1,3.8
11.9,13,7.9,37,86,24.6,77.8,156000,61958,9.7,-4.7
-4.3,13,5.9,58.2,70.2,13.2,63.9,70800,41191,22.3,-1.5
-6.1,23.6,7.5,34.4,71.8,14.1,67.4,42700,33006,23.8,9
-3.7,25.8,1,11.3,81.7,17.8,73.4,91500,40655,12.6,3
-1.9,14.5,1,45.4,76.4,21.8,76.7,72900,49150,17,-2.5
-5.1,19.8,6.1,22.8,80.2,18.6,69.6,46800,36377,26.6,1.5
1.8,15.2,5.7,5.6,86.3,15.6,78.5,100400,53013,10.9,3.3
8.5,9.2,19.5,41.8,78.7,28.4,56.5,131400,53137,18.5,-15.2
2.6,14.9,22.5,12.3,84.6,17.8,73.3,108700,45675,16,6
0.4,14.6,7.5,26.3,80.9,20.6,66.1,143700,65750,8.6,-0.6
-2.2,21.7,4.6,25.5,74.3,12.2,74,45200,36857,18.9,12.1
17.8,10,4.1,37,89.3,36.7,66.8,175600,58651,17,-12.2
9.8,12.5,0.7,32.3,79.3,19.6,74.7,97800,56379,11.7,0.6
1,20.8,6.7,12,80.7,14.4,74.8,87800,40900,18.9,2.7
7.3,10.4,0.9,91.2,61.8,15.9,68.4,78100,34146,34.8,-1.9
-0.7,20.1,6.9,20.1,78.7,14.8,72.1,83400,40769,17,2.9
2.8,13.5,4.4,46.7,77.3,17.4,69.7,79300,50565,15.7,2.2
5.4,24.1,0.8,11.5,87.1,24.1,77.4,150900,55754,12.1,0.1
2.2,17.2,7.5,16.2,80.2,15.7,72.5,94000,43657,19.3,2.9
-4.2,20.6,25.8,10.9,80.6,14.8,71.2,74300,33119,19.7,4.1
4.7,12.3,7,40.3,74.1,12.1,67.8,65900,45612,15.3,-2.7
-7.6,17.2,1.8,78.2,54,10.1,82.3,41400,22545,44.1,5.6
2.7,15.4,8.4,14.9,81.8,16.6,69.8,93500,44858,19.9,2.1
-2.1,14.7,3,22.3,83.4,13.5,78,63300,44731,15.8,0.9
-1.6,18.3,1.5,27.5,82.5,13,75.4,76100,50357,8.7,2.4
-2.1,16.3,4.2,16.3,81.6,10.7,77.4,76700,49038,16.7,0.3
4.7,16.7,7.2,31.4,80.6,17.9,77.7,84400,49528,12.7,4
-0.4,18.2,16.6,6.6,83.3,11.2,78.4,82200,40417,17.8,7.5
-5.9,29.9,1.9,33.7,81.1,35.3,74.7,104300,49056,7.4,-2.1
0,13.4,34.3,18.9,82.4,17.8,64.1,96200,42568,21,0.5
-0.8,15.8,0.8,91.6,66.1,10.9,76.7,50700,36121,14,-5
1.3,14.1,1,79.7,70.5,11.1,72.7,69000,40585,21.7,6.5
4.3,13.2,3.2,20,83.1,16.7,75.4,113900,57535,12,0.4
-1.3,14.4,13.4,27.1,72.4,8.9,80.2,61500,41297,18.5,6
0.6,14.5,8.7,52.5,70.8,11.2,72.3,75000,42862,23.3,4.7
7.6,11.8,10.7,19.4,82.5,17.6,77.8,129500,61194,13.3,0.6
16.4,19.1,1.1,22.4,90,39.7,74.5,274400,73410,9.3,-3.7
-3.8,15.3,4.3,74,65.3,10.6,28.9,56200,43438,32.8,-9.7
-2.8,26.9,1.1,18.1,83.4,23.1,74.8,64300,46875,8.6,0.6
1.9,26.8,2,25.6,87.4,28.2,68.8,150700,43601,14.9,-3.2
-3.7,26.5,0.5,25.5,79.1,17.6,74.5,85100,43424,19.5,-1
-8.4,17.6,0,17.2,81.7,20.5,42.1,91000,65000,5.9,-2.2
-2,25.3,1.8,56.5,68.9,14.6,82,65800,33257,25.7,6.4
0.4,12.4,4.4,71.7,74.1,23.6,57.1,74500,40566,24.5,1
3.7,20.7,6.1,33.6,78.6,12.5,65.9,40900,34295,20.8,3.3
-0.5,18.4,13.5,7.5,83.1,16.5,65.2,85300,40104,19.1,5.2
-2.9,16.3,5.1,54,70.2,14,71.4,56900,36727,22.1,4.2
2.4,18,4.1,18.9,86,19.8,74.9,129100,49277,16.9,-0
8.5,13.2,1.1,84.4,52.9,5.1,71.1,48200,26756,21.7,4.5
2.4,21.9,7,17.7,79.2,16.3,79.5,92800,44149,8.3,3.7
0.8,17.7,11.3,22.9,81.6,15.7,76.7,118400,51534,12.4,5.6
0.4,23.4,7.5,14.2,82.9,14.8,83.9,90300,44452,17.7,3
3.3,12.7,10.9,20.7,75.1,8.8,78.1,84400,47228,18.4,2.5
0.6,17.5,18.1,20.8,79.3,12.4,75.2,83200,38823,21.5,7.5
7.6,14.4,1.8,31.6,81.6,21.5,70.9,89400,57978,10.9,-1.9
4.9,19.8,4.9,37.5,79.6,14.3,81.8,85500,42829,17.1,5.3
1.1,33.9,1.3,9.8,86.7,25.4,78,159000,44094,14.1,0.3
4.9,15.1,0,20.9,89.5,7.9,48.5,86000,68750,12,5.6
5.4,11.8,7.8,34,84.4,27.9,58.5,108700,44397,20.4,-4
-2.4,15.8,2.5,47.7,76.1,17.7,71.4,70200,44375,20.2,4.1
-1,21.7,2.8,31.1,77.1,15,76.7,69300,39194,16.6,2.1
3.6,13.4,15.1,25.2,82.3,21.7,59.6,108300,41922,22,-4.1
13.9,22.9,1.4,37.8,67,6.8,81.1,63200,39500,19.2,6.4
1.4,14.7,20.3,22.2,78.8,12.5,71.7,94200,41732,25.2,3.9
-3.7,23.6,22.2,4.1,81,12.2,74.9,72900,31967,23.2,10.4
13.8,12.2,2.3,45.6,70.1,10.9,74.8,72200,42607,15.8,-1.4
1.5,27.4,1,23.8,82,26.5,83,170100,46865,13.6,1.5
-0.5,15.8,11.5,40.4,78.1,14.5,70.2,92000,43096,21.1,4.4
5.1,11.4,0.6,95.1,56.6,12.2,71.1,86300,31395,30.5,0.8
4.1,15.5,2.8,50.9,80.5,20,78.1,112900,55326,17.7,1.5
-4.2,30.1,1.7,35.4,75.3,18.8,72.1,56400,31215,23.5,1
13.8,10.2,6.8,42.4,81.8,24.4,67.7,148600,62993,10.4,-5.5
-2,19.4,10,25.5,81.2,14.4,68.4,78400,37391,19.2,10.5
-1.3,25.2,1.1,17.3,81.5,21.9,80.1,104100,44213,13.1,1.7
-3.5,13.8,11.9,39.2,75.3,8.3,74.6,45800,42045,11.7,7.1
-1.5,21.5,0.8,10.5,82,16.6,75.6,86000,44231,15.6,3.5
13.9,12,4.9,22.5,86.3,30.7,72.9,166200,67766,12.4,-7.3
1.1,10.2,3,52.8,67.5,13.2,72.8,85600,51181,15.4,-5.1
-1.5,21,23,9.1,82,13.1,74.2,69900,37849,20.6,10.3
-4.7,28.4,2.1,16.5,86.8,18.1,66.3,59800,35845,25.5,2.5
1.2,13.1,18.3,18.5,80.5,24.3,58.1,101700,36777,25.7,-2.6
0.8,16.2,14,25.6,78.6,16.5,67.8,79500,40795,21.1,3.4
-2.1,17.7,20.1,3.6,85.1,7.5,76.8,77500,37246,16.1,3.9
-0.8,16.9,5.2,36,78.7,12.5,69.7,52200,36806,18.5,4.3
4.7,13,4.4,62.4,79.8,20,58.6,110300,47057,18.4,-4.2
5.2,10.3,1,51.5,69.5,15.3,70,80100,49964,17.3,-3
0.9,13.9,3.6,14.6,87.3,31.3,72.6,83700,48929,14.2,-1
2,15.1,8.8,6.9,86.2,13,76,91900,49507,14.4,4.4
-0.1,18.2,2.5,19.8,79.4,15.1,71.6,85200,41670,18.5,2
-0.1,16.9,16,9.1,83.5,11.8,81.4,83900,52453,12.7,4.4
